,centerx,centery,circle_x1,circle_y1,circle_x2,circle_y2,circle_x3,circle_y3,rect_x4,rect_y4,rect_x5,rect_y5
0,1113.5,2860.5,1112.0,2358.0,1541.5,3112.5,678.5,3109.5,1081.0,274.5,1228.0,1295.5
1,1111.5,2860.5,1111.0,2358.0,1541.0,3114.0,678.5,3110.5,1081.0,274.5,1228.0,1295.5
2,1112.5,2860.5,1111.0,2359.0,1540.5,3113.5,679.0,3110.0,1081.0,274.5,1228.0,1295.5
3,1112.5,2860.5,1111.0,2359.0,1541.5,3112.5,679.0,3110.5,1081.5,275.0,1228.0,1295.5
4,1112.5,2861.5,1110.5,2359.5,1540.5,3113.5,678.0,3111.5,1080.5,275.0,1227.0,1295.5
5,1112.0,2861.0,1111.5,2358.5,1542.0,3113.0,679.5,3112.0,1081.0,274.5,1228.5,1296.0
6,1113.0,2862.0,1111.5,2359.5,1542.0,3114.0,679.5,3111.5,1081.5,275.0,1228.0,1296.5
7,1113.0,2861.0,1111.5,2358.5,1542.0,3114.0,678.5,3110.5,1081.0,274.5,1228.0,1295.5
8,1113.0,2861.0,1111.5,2359.5,1541.0,3113.0,679.0,3111.0,1081.0,275.5,1228.0,1295.5
9,1112.5,2862.0,1111.5,2358.5,1541.0,3113.0,679.0,3111.0,1081.0,274.5,1228.0,1295.5
10,1112.5,2861.0,1111.5,2358.5,1542.0,3113.0,679.0,3111.0,1081.0,274.5,1229.0,1296.5
11,1112.5,2861.0,1112.5,2359.5,1542.0,3114.0,679.5,3111.5,1081.5,275.0,1228.5,1296.0
12,1112.5,2860.5,1111.5,2358.5,1542.0,3114.0,679.5,3110.5,1081.0,274.5,1228.0,1295.5
13,1114.0,2862.0,1111.5,2358.5,1542.0,3114.0,679.5,3111.5,1081.5,275.0,1228.5,1296.0
14,1114.0,2861.0,1112.5,2358.5,1542.0,3114.0,680.0,3111.0,1081.5,275.0,1228.5,1296.0
15,1113.0,2861.0,1111.5,2358.5,1541.0,3113.0,679.5,3111.5,1081.0,274.5,1228.0,1295.5
16,1113.5,2861.5,1111.5,2359.5,1542.0,3114.0,680.5,3111.5,1081.5,275.0,1228.5,1296.0
17,1113.5,2861.5,1112.5,2359.5,1542.0,3114.0,680.0,3111.0,1081.5,275.0,1229.5,1296.0
18,1113.0,2861.0,1111.5,2357.5,1541.0,3113.0,678.5,3110.5,1081.5,275.0,1227.5,1295.0
19,1113.5,2861.5,1112.5,2359.5,1542.0,3113.0,679.5,3110.5,1081.5,275.0,1229.5,1295.0
20,1114.0,2861.0,1112.0,2359.0,1542.0,3113.0,679.5,3110.5,1082.0,274.5,1228.5,1295.0
21,1114.0,2861.0,1112.0,2359.0,1541.0,3113.0,680.0,3111.0,1082.0,275.5,1228.5,1296.0
22,1113.5,2861.0,1112.5,2359.5,1542.0,3113.0,680.0,3111.0,1082.0,274.5,1229.5,1296.0
23,1113.5,2861.0,1112.5,2359.5,1542.0,3113.0,680.0,3112.0,1082.0,275.5,1228.5,1296.0
24,1113.0,2861.0,1112.5,2358.5,1542.0,3113.0,680.0,3111.0,1082.0,275.5,1228.5,1296.0
25,1113.0,2862.0,1112.5,2358.5,1542.0,3113.0,680.0,3111.0,1082.0,274.5,1229.5,1296.0
26,1113.0,2862.0,1112.5,2359.5,1542.0,3114.0,680.0,3111.0,1082.0,275.5,1229.0,1296.5
27,1114.0,2862.0,1112.5,2359.5,1542.0,3114.0,680.0,3111.0,1082.5,275.0,1228.5,1296.0
28,1114.0,2862.0,1112.5,2359.5,1542.0,3114.0,680.0,3111.0,1082.5,275.0,1230.0,1296.5
29,1114.0,2861.0,1112.5,2358.5,1542.0,3114.0,680.0,3111.0,1082.0,274.5,1229.5,1296.0
30,1114.5,2861.5,1113.0,2359.0,1542.0,3114.0,681.0,3111.0,1082.0,275.5,1228.5,1296.0
31,1113.5,2862.5,1112.5,2359.5,1543.0,3113.0,681.0,3111.0,1082.5,275.0,1229.5,1297.0
32,1114.5,2861.5,1112.5,2358.5,1542.0,3114.0,680.0,3112.0,1081.5,275.0,1229.0,1296.5
33,1114.5,2862.5,1113.5,2359.5,1542.0,3114.0,681.0,3112.0,1082.5,275.0,1230.0,1296.5
34,1114.5,2861.5,1112.5,2358.5,1542.0,3114.0,681.0,3111.0,1082.5,275.0,1229.5,1296.0
35,1114.0,2862.0,1112.5,2359.5,1542.0,3114.0,680.0,3111.0,1082.5,275.0,1229.5,1296.0
36,1114.0,2862.0,1112.5,2359.5,1542.0,3114.0,681.0,3112.0,1082.5,275.0,1229.5,1296.0
37,1113.0,2862.0,1112.5,2358.5,1542.0,3114.0,681.0,3112.0,1083.5,275.0,1228.5,1296.0
38,1113.5,2861.5,1112.5,2359.5,1542.0,3114.0,680.0,3112.0,1083.5,275.0,1229.5,1296.0
39,1114.0,2862.0,1113.5,2358.5,1542.0,3114.0,680.0,3112.0,1085.5,275.0,1228.5,1296.0
40,1113.5,2860.5,1112.5,2358.5,1542.0,3114.0,680.0,3111.0,1084.5,274.0,1229.5,1295.0
41,1113.5,2861.5,1111.5,2359.5,1542.0,3113.0,680.0,3111.0,1085.5,274.0,1228.5,1295.0
42,1113.5,2861.5,1112.5,2358.5,1542.0,3113.0,680.0,3111.0,1087.0,273.5,1229.0,1295.5
43,1113.5,2861.5,1111.5,2358.5,1542.0,3113.0,680.0,3111.0,1087.5,274.0,1228.5,1296.0
44,1113.5,2861.5,1112.5,2358.5,1542.0,3113.0,680.0,3111.0,1088.5,274.0,1228.5,1296.0
45,1114.5,2861.5,1108.5,2359.5,1545.0,3109.0,683.0,3115.0,1089.5,274.0,1229.0,1295.5
46,1113.5,2860.5,1099.5,2358.5,1548.0,3102.0,686.0,3122.0,1090.5,274.0,1229.0,1296.5
47,1113.5,2861.5,1094.5,2358.5,1551.0,3097.0,690.0,3127.0,1091.5,274.0,1229.0,1295.5
48,1113.5,2861.5,1089.5,2359.5,1553.0,3093.0,692.0,3131.0,1093.5,275.0,1228.5,1296.0
49,1113.5,2861.5,1086.0,2359.0,1555.0,3089.0,693.0,3135.0,1094.5,275.0,1229.0,1295.5
