,centerx,centery,circle_x1,circle_y1,circle_x2,circle_y2,circle_x3,circle_y3,rect_x4,rect_y4,rect_x5,rect_y5
0,1122.5,2862.0,1556.0,3112.0,691.0,3120.0,1116.0,2364.5,1083.5,272.5,1227.5,1293.5
1,1122.5,2862.0,1556.5,3111.5,691.5,3120.5,1116.5,2363.5,1083.5,272.5,1228.0,1293.0
2,1123.5,2862.0,1559.0,3114.0,693.5,3120.5,1116.5,2363.5,1084.5,271.5,1229.0,1293.0
3,1122.0,2861.5,1556.5,3112.5,691.5,3120.5,1114.5,2364.0,1082.5,272.5,1227.5,1292.5
4,1122.0,2861.5,1556.5,3111.5,691.0,3120.0,1116.0,2363.5,1083.5,271.5,1227.0,1293.0
5,1122.5,2862.0,1557.0,3113.0,691.0,3121.0,1116.5,2365.0,1082.5,272.5,1227.0,1293.0
6,1121.5,2862.0,1555.5,3112.5,691.0,3120.0,1115.5,2365.0,1082.5,270.5,1227.0,1293.0
7,1121.5,2862.0,1556.0,3112.0,691.0,3120.0,1116.5,2365.0,1083.5,273.5,1227.0,1293.0
8,1122.0,2861.5,1556.5,3112.5,691.0,3120.0,1116.5,2366.0,1082.5,272.5,1228.0,1294.0
9,1122.0,2863.5,1556.0,3113.0,691.0,3121.0,1116.5,2366.0,1083.5,271.5,1227.0,1294.0
10,1122.5,2863.0,1557.0,3113.0,692.0,3121.0,1116.5,2366.5,1082.5,273.5,1227.5,1293.5
11,1122.5,2863.0,1557.0,3113.0,691.0,3121.0,1115.5,2365.5,1083.5,272.5,1226.5,1293.5
12,1121.5,2863.0,1557.0,3114.0,691.0,3121.0,1116.5,2365.5,1082.5,272.5,1227.5,1293.5
13,1123.0,2861.5,1557.0,3113.0,692.0,3120.0,1116.5,2365.0,1083.5,272.5,1227.0,1294.0
14,1121.5,2862.0,1556.5,3112.5,690.0,3120.0,1116.0,2364.5,1081.5,272.5,1226.5,1293.5
15,1122.5,2862.0,1556.5,3113.5,692.0,3120.0,1116.0,2365.5,1083.5,272.5,1227.5,1293.5
16,1122.5,2862.0,1557.5,3112.5,692.0,3120.0,1116.0,2365.5,1083.5,272.5,1227.5,1293.5
17,1122.5,2862.0,1556.5,3113.5,692.0,3121.0,1115.5,2365.0,1082.5,272.5,1226.5,1293.5
18,1122.5,2862.0,1557.5,3113.5,692.0,3121.0,1116.5,2365.0,1083.5,272.5,1227.5,1293.5
19,1122.5,2862.0,1557.0,3113.0,692.0,3120.0,1116.5,2365.0,1083.5,272.5,1227.5,1293.5
20,1122.5,2862.0,1557.0,3112.0,691.0,3120.0,1116.5,2365.0,1083.5,271.5,1228.0,1293.0
21,1122.5,2863.0,1557.0,3113.0,692.0,3121.0,1116.5,2366.0,1083.5,272.5,1227.5,1293.5
22,1123.0,2862.5,1557.0,3113.0,692.0,3121.0,1116.5,2365.0,1083.5,272.5,1227.5,1293.5
23,1123.0,2862.5,1557.0,3112.0,691.5,3120.5,1116.5,2365.0,1083.5,272.5,1227.5,1293.5
24,1122.5,2862.0,1557.0,3113.0,692.0,3120.0,1117.5,2365.0,1085.5,272.5,1227.5,1293.5
25,1122.5,2862.0,1557.0,3113.0,692.0,3120.0,1117.5,2365.0,1085.5,272.5,1227.5,1293.5
26,1123.0,2862.5,1557.0,3113.0,692.0,3120.0,1117.5,2365.0,1087.5,272.5,1227.5,1293.5
27,1123.0,2862.5,1557.0,3112.0,692.0,3121.0,1115.5,2365.0,1089.5,272.5,1228.5,1293.5
28,1122.0,2861.5,1558.5,3108.5,693.0,3125.0,1110.5,2365.0,1088.5,271.5,1227.5,1292.5
29,1120.5,2862.0,1559.5,3104.5,696.0,3128.0,1105.5,2365.0,1090.5,272.5,1227.5,1293.5
30,1121.5,2862.0,1563.5,3098.5,699.5,3133.5,1098.5,2365.5,1092.5,272.5,1226.5,1293.5
31,1120.5,2862.0,1564.5,3095.5,699.5,3137.5,1094.5,2366.0,1092.5,272.5,1227.5,1293.5
32,1121.5,2862.0,1567.5,3091.5,703.5,3139.5,1091.5,2366.0,1094.5,272.5,1227.5,1292.5
33,1121.5,2862.0,1567.5,3088.5,704.5,3142.5,1088.5,2366.5,1095.5,272.5,1228.0,1293.0
34,1120.5,2862.0,1569.5,3084.5,706.0,3146.0,1084.5,2366.0,1096.5,271.5,1228.5,1292.5
35,1121.0,2861.5,1572.5,3080.5,709.0,3150.0,1079.5,2366.0,1097.5,272.5,1227.5,1292.5
