,centerx,centery,circle_x1,circle_y1,circle_x2,circle_y2,circle_x3,circle_y3,rect_x4,rect_y4,rect_x5,rect_y5
0,1123.5,2863.0,1556.0,3109.5,697.0,3118.5,1117.5,2363.0,1086.5,269.5,1228.5,1287.5
1,1124.0,2863.5,1556.0,3109.5,697.5,3119.0,1118.5,2364.0,1086.0,270.0,1230.0,1288.0
2,1123.0,2862.5,1554.5,3109.0,697.0,3118.5,1117.5,2364.0,1086.0,270.0,1230.0,1288.0
3,1122.5,2864.0,1555.0,3110.5,697.5,3120.0,1117.5,2364.0,1086.0,270.0,1230.0,1289.0
4,1122.0,2863.5,1555.0,3109.5,696.5,3119.0,1117.0,2364.5,1085.0,270.0,1229.0,1288.0
5,1122.0,2862.5,1554.5,3109.0,696.0,3118.5,1116.0,2363.5,1084.0,270.0,1228.0,1288.0
6,1122.0,2863.5,1555.0,3110.5,696.0,3119.5,1116.0,2365.5,1085.5,270.5,1228.0,1289.0
7,1122.0,2863.5,1554.0,3109.5,696.0,3118.5,1116.5,2365.0,1086.0,270.0,1228.0,1289.0
8,1122.0,2862.5,1554.0,3109.5,696.0,3118.5,1116.0,2364.5,1085.0,270.0,1228.0,1288.0
9,1123.0,2864.5,1556.0,3109.5,696.0,3119.5,1116.5,2365.0,1086.5,270.5,1228.0,1289.0
10,1123.0,2863.5,1555.5,3110.0,697.0,3119.5,1117.5,2365.0,1087.0,271.0,1229.0,1289.0
11,1123.0,2863.5,1555.5,3110.0,696.5,3119.0,1117.0,2364.5,1086.5,270.5,1228.5,1289.5
12,1123.0,2863.5,1555.5,3111.0,696.5,3119.0,1117.5,2365.0,1086.0,271.0,1229.0,1289.0
13,1123.0,2864.5,1555.0,3110.5,696.0,3119.5,1116.5,2365.0,1086.0,271.0,1228.5,1289.5
14,1123.0,2862.5,1554.0,3108.5,696.5,3118.0,1116.0,2364.5,1085.0,271.0,1228.0,1288.0
15,1123.0,2863.5,1554.5,3110.0,696.0,3118.5,1116.5,2365.0,1086.0,271.0,1229.0,1289.0
16,1123.5,2863.0,1555.0,3110.5,696.0,3118.5,1117.0,2364.5,1086.5,270.5,1229.0,1289.0
17,1123.0,2862.5,1555.0,3108.5,696.0,3118.5,1116.5,2364.0,1086.0,271.0,1229.0,1289.0
18,1123.0,2863.5,1555.0,3109.5,696.0,3119.5,1116.5,2364.0,1086.5,270.5,1228.0,1288.0
19,1123.0,2862.5,1555.0,3109.5,696.0,3118.5,1117.5,2364.0,1085.5,270.5,1229.0,1288.0
20,1122.0,2863.5,1554.0,3109.5,695.5,3119.0,1116.5,2364.0,1086.0,270.0,1229.0,1288.0
21,1123.0,2862.5,1555.0,3108.5,696.5,3119.0,1116.5,2364.0,1086.0,270.0,1229.0,1289.0
22,1123.0,2862.5,1555.0,3108.5,696.5,3119.0,1116.5,2364.0,1085.5,269.5,1229.0,1288.0
23,1123.0,2862.5,1555.0,3109.5,696.5,3118.0,1117.5,2364.0,1086.5,269.5,1229.0,1288.0
24,1123.0,2862.5,1555.0,3108.5,696.5,3118.0,1117.5,2364.0,1086.0,270.0,1229.0,1288.0
25,1123.0,2862.5,1555.0,3108.5,696.0,3118.5,1117.0,2363.5,1085.5,269.5,1229.0,1288.0
26,1123.0,2862.5,1555.0,3108.5,696.0,3118.5,1117.0,2364.5,1086.5,269.5,1229.0,1288.0
