,centerx,centery,circle_x1,circle_y1,circle_x2,circle_y2,circle_x3,circle_y3,rect_x4,rect_y4,rect_x5,rect_y5
0,1120.0,2852.5,1544.5,3110.0,683.5,3100.0,1120.5,2353.5,1084.5,270.5,1229.5,1293.0
1,1120.0,2851.5,1544.5,3109.0,684.5,3099.0,1119.5,2352.5,1084.5,270.5,1230.0,1292.5
2,1120.0,2851.5,1545.0,3110.5,684.5,3099.0,1121.5,2353.5,1085.5,270.5,1231.0,1292.5
3,1120.5,2852.0,1545.5,3111.0,685.5,3099.0,1121.0,2353.0,1085.5,270.5,1231.5,1293.0
4,1121.5,2852.0,1545.5,3110.0,685.5,3099.0,1122.0,2353.0,1086.5,269.5,1231.0,1292.5
5,1121.0,2852.5,1545.5,3110.0,685.5,3100.0,1121.5,2353.5,1086.0,269.5,1232.0,1292.5
6,1121.5,2852.0,1544.5,3110.0,685.0,3100.5,1121.5,2353.5,1087.0,269.5,1230.5,1292.0
7,1120.5,2852.0,1545.0,3109.5,684.5,3098.0,1120.5,2352.5,1086.0,270.0,1231.0,1292.0
8,1120.5,2852.0,1545.0,3110.5,685.5,3099.0,1121.0,2353.0,1085.5,269.5,1230.5,1292.0
9,1120.5,2852.0,1545.0,3110.5,684.5,3100.0,1121.0,2353.0,1086.0,270.0,1230.5,1292.0
10,1120.5,2852.0,1544.5,3110.0,684.5,3100.0,1121.0,2353.0,1086.0,270.5,1230.5,1292.0
11,1120.5,2852.0,1544.5,3110.0,685.0,3100.5,1121.0,2353.0,1087.0,271.0,1231.5,1293.0
12,1120.0,2852.5,1545.5,3110.0,685.0,3099.5,1121.0,2354.0,1087.0,271.0,1230.5,1293.0
13,1120.0,2851.5,1543.5,3109.0,684.0,3099.5,1120.5,2353.5,1086.0,270.0,1229.5,1293.0
14,1120.0,2851.5,1544.5,3110.0,683.0,3098.5,1120.0,2353.0,1086.0,270.0,1229.5,1293.0
15,1120.0,2852.5,1543.5,3110.0,683.0,3099.5,1120.5,2353.5,1086.0,269.5,1229.5,1292.0
16,1119.0,2851.5,1543.5,3110.0,683.0,3098.5,1119.5,2352.5,1086.0,270.0,1230.5,1293.0
17,1119.0,2851.5,1543.5,3110.0,683.0,3098.5,1119.5,2353.5,1086.0,270.0,1229.5,1292.0
18,1119.5,2852.0,1544.5,3110.0,684.0,3099.5,1119.5,2352.5,1087.0,269.5,1230.5,1292.0
19,1120.0,2851.5,1544.5,3110.0,684.0,3099.5,1120.5,2353.5,1086.0,269.5,1230.5,1292.0
20,1120.0,2851.5,1543.5,3110.0,684.0,3098.5,1120.5,2352.5,1086.5,270.0,1230.5,1292.0
21,1120.0,2852.5,1544.5,3110.0,684.0,3099.5,1119.5,2353.5,1085.5,268.5,1229.5,1292.0
22,1120.0,2851.5,1543.5,3109.0,684.0,3099.5,1120.5,2352.5,1086.5,269.5,1229.5,1292.0
23,1120.0,2851.5,1544.5,3109.0,684.0,3098.5,1119.5,2352.5,1086.5,268.5,1230.0,1291.5
24,1120.0,2852.5,1544.0,3109.5,683.0,3099.5,1120.5,2353.5,1087.5,269.5,1230.5,1292.0
25,1120.0,2852.5,1544.0,3110.5,683.0,3098.5,1119.5,2353.5,1089.5,269.5,1229.5,1292.0
26,1119.0,2851.5,1546.0,3106.5,685.0,3102.5,1115.5,2352.5,1089.5,269.5,1230.5,1292.0
27,1117.0,2851.5,1546.5,3102.0,685.0,3106.5,1108.5,2353.5,1090.5,269.5,1230.5,1292.0
28,1117.5,2851.0,1549.5,3096.0,689.0,3111.5,1102.5,2352.5,1092.0,268.5,1229.5,1292.0
29,1117.5,2851.0,1550.5,3093.0,691.0,3114.5,1099.5,2352.5,1094.0,269.5,1230.5,1292.0
30,1117.5,2851.0,1554.5,3090.0,694.0,3118.5,1095.5,2352.5,1096.0,270.0,1230.5,1292.0
31,1117.5,2852.0,1554.5,3086.0,694.0,3121.5,1090.5,2353.5,1096.0,270.0,1229.5,1292.0
32,1118.5,2852.0,1556.5,3082.0,697.0,3124.5,1088.5,2353.5,1097.0,270.0,1230.0,1292.5
33,1117.5,2852.0,1558.5,3079.0,699.0,3128.5,1083.5,2353.5,1098.0,269.5,1229.5,1292.0
34,1117.5,2852.0,1560.5,3075.0,702.0,3132.5,1079.0,2354.0,1099.0,270.0,1229.5,1292.0
35,1118.5,2851.0,1562.5,3070.0,705.0,3135.5,1075.0,2354.0,1101.0,269.5,1230.0,1291.5
36,1117.5,2851.0,1564.5,3067.0,707.0,3139.5,1071.0,2355.0,1102.0,269.5,1229.5,1292.0
37,1117.5,2851.0,1565.5,3064.0,709.0,3142.5,1067.0,2355.0,1103.0,270.5,1230.0,1291.5
38,1117.5,2851.0,1566.5,3059.0,712.0,3145.5,1063.0,2355.0,1105.0,270.5,1229.5,1292.0
39,1117.5,2851.0,1569.5,3055.0,714.5,3149.0,1058.0,2356.0,1105.0,271.0,1229.5,1292.0
40,1118.5,2851.0,1570.5,3051.0,717.5,3154.0,1054.0,2356.0,1106.0,270.5,1228.5,1292.0
41,1117.5,2851.0,1571.5,3047.0,718.5,3156.0,1050.0,2356.0,1107.0,271.0,1228.5,1292.0
42,1117.5,2851.0,1572.5,3044.0,721.5,3159.0,1046.0,2357.0,1108.0,271.0,1228.5,1292.0
43,1117.5,2852.0,1575.5,3040.0,725.5,3163.0,1042.0,2358.0,1110.0,271.0,1228.5,1292.0
44,1117.5,2851.0,1576.5,3036.0,725.5,3165.0,1039.0,2358.0,1111.0,271.0,1228.5,1292.0
45,1117.0,2850.5,1577.5,3033.0,729.5,3168.0,1035.0,2358.0,1112.0,271.0,1227.5,1292.0
46,1117.0,2850.5,1578.5,3030.0,731.0,3170.5,1032.0,2359.0,1113.0,271.5,1227.5,1292.0
47,1117.0,2850.5,1579.5,3027.0,732.0,3171.5,1029.0,2359.0,1114.0,271.0,1227.5,1292.0
48,1116.5,2851.0,1579.5,3023.0,734.0,3174.5,1025.0,2359.0,1114.0,271.0,1227.5,1292.0
49,1117.5,2851.0,1581.5,3020.0,736.0,3177.5,1021.5,2359.5,1115.0,271.0,1227.5,1293.0
50,1117.5,2850.0,1582.5,3017.0,737.0,3178.5,1018.5,2360.5,1116.0,271.0,1227.5,1293.0
51,1116.5,2850.0,1583.5,3014.0,740.0,3181.5,1014.5,2360.5,1117.0,270.5,1227.5,1293.0
52,1116.5,2850.0,1584.5,3010.0,742.0,3184.5,1011.5,2360.5,1119.0,272.0,1227.5,1292.0
53,1116.5,2849.0,1584.5,3007.0,743.0,3185.5,1007.5,2361.5,1119.0,271.0,1226.5,1292.0
54,1117.0,2848.5,1585.5,3003.0,746.0,3188.5,1005.5,2361.5,1119.5,270.5,1226.5,1292.0
55,1116.5,2849.0,1587.5,2999.0,749.0,3191.5,1001.5,2362.5,1120.5,270.5,1226.5,1293.0
56,1116.5,2849.0,1587.5,2997.0,751.0,3193.5,997.5,2363.5,1122.0,271.0,1226.5,1293.0
57,1116.5,2849.0,1588.5,2994.0,752.0,3195.5,995.5,2363.5,1123.0,272.0,1226.5,1292.0
58,1116.5,2849.0,1589.5,2991.0,754.0,3197.5,993.5,2364.5,1125.0,271.0,1226.5,1293.0
59,1116.5,2849.0,1589.5,2989.0,755.0,3199.5,990.0,2365.0,1125.0,271.0,1225.5,1293.0
60,1115.5,2849.0,1590.5,2986.0,758.0,3200.5,987.0,2365.0,1126.0,271.0,1225.5,1293.0
61,1116.5,2849.0,1591.5,2983.0,761.0,3203.5,984.5,2366.5,1128.0,271.0,1225.5,1293.0
62,1116.5,2849.0,1593.5,2978.0,765.0,3208.5,979.5,2367.5,1129.0,270.0,1224.5,1293.0
63,1116.5,2849.0,1594.5,2970.0,769.0,3211.5,972.5,2369.5,1130.0,270.0,1224.5,1292.0
64,1116.5,2849.0,1595.5,2965.0,774.0,3216.5,968.5,2371.5,1132.0,269.5,1224.5,1292.0
65,1116.5,2849.0,1596.5,2961.0,776.0,3218.5,964.5,2371.5,1133.0,270.0,1224.5,1292.0
66,1116.5,2848.0,1597.5,2957.0,779.0,3220.5,959.5,2373.5,1133.0,270.0,1223.5,1292.0
67,1115.5,2849.0,1597.5,2953.0,782.0,3225.5,955.5,2375.5,1134.0,270.5,1222.5,1292.0
68,1116.5,2849.0,1599.5,2949.0,786.0,3227.5,952.5,2376.5,1136.0,270.0,1222.5,1292.0
69,1116.5,2849.0,1600.5,2944.0,789.0,3229.5,947.5,2377.5,1137.0,270.0,1221.5,1292.0
70,1116.5,2849.0,1600.5,2941.0,791.0,3233.5,944.5,2379.5,1138.0,271.0,1221.5,1292.0
71,1115.5,2849.0,1600.5,2937.0,794.0,3235.5,940.5,2380.5,1139.0,271.0,1221.5,1292.0
72,1116.5,2849.0,1602.5,2933.0,798.0,3238.5,936.5,2382.5,1140.0,271.0,1221.5,1292.0
73,1116.5,2849.0,1602.5,2929.0,801.0,3241.5,932.5,2383.5,1141.0,270.5,1220.5,1292.0
74,1116.5,2849.0,1602.5,2924.0,805.0,3244.5,927.5,2386.5,1142.0,270.5,1220.5,1292.0
75,1116.5,2849.0,1604.5,2920.0,809.0,3247.5,924.5,2387.5,1143.0,271.0,1219.5,1292.0
76,1116.5,2849.0,1604.5,2916.0,812.0,3248.5,920.5,2388.5,1144.0,271.0,1218.5,1292.0
77,1115.5,2850.0,1604.5,2912.0,814.0,3252.5,916.5,2391.5,1145.0,271.0,1218.5,1292.0
78,1116.5,2850.0,1605.5,2909.0,818.0,3254.5,913.5,2392.5,1147.0,271.0,1218.5,1292.0
79,1116.5,2850.0,1605.5,2904.0,821.0,3257.5,909.5,2393.5,1148.0,270.5,1217.5,1292.0
80,1116.5,2850.0,1605.5,2900.0,825.0,3259.5,905.5,2396.5,1149.0,272.0,1216.5,1292.0
81,1115.5,2850.0,1606.5,2896.0,828.0,3262.5,901.5,2398.5,1150.0,272.0,1216.5,1292.0
82,1116.5,2850.0,1605.5,2891.0,832.0,3265.5,897.5,2399.5,1151.0,272.0,1215.5,1293.0
83,1115.5,2850.0,1606.5,2887.0,835.0,3267.5,893.5,2402.5,1152.0,272.0,1215.5,1293.0
84,1116.5,2850.0,1606.5,2883.0,838.0,3269.5,889.5,2403.5,1153.0,272.0,1214.5,1293.0
85,1115.5,2850.0,1607.5,2879.0,842.0,3271.5,886.5,2405.5,1153.0,272.0,1214.5,1293.0
86,1116.5,2850.0,1607.5,2875.0,846.0,3274.5,882.5,2408.5,1154.0,271.0,1213.5,1292.0
87,1115.5,2850.0,1606.5,2871.0,849.0,3277.5,878.5,2409.5,1155.0,272.0,1213.5,1293.0
88,1115.5,2850.0,1607.5,2866.0,852.0,3279.5,874.5,2412.5,1156.0,272.0,1212.5,1293.0
89,1116.5,2850.0,1607.5,2862.0,856.0,3282.5,871.5,2414.5,1158.0,272.0,1211.5,1293.0
90,1116.5,2850.0,1607.5,2858.0,860.0,3283.5,867.5,2416.5,1159.0,272.0,1211.5,1293.0
91,1115.5,2850.0,1607.5,2853.0,864.0,3286.5,862.5,2419.5,1159.0,272.0,1210.5,1292.0
92,1115.5,2851.0,1607.5,2849.0,868.0,3289.5,859.5,2420.5,1160.0,272.0,1209.5,1293.0
93,1116.5,2851.0,1607.5,2845.0,872.0,3290.5,855.5,2423.5,1161.0,272.0,1209.5,1293.0
94,1115.5,2851.0,1606.5,2839.0,876.0,3293.5,851.5,2426.5,1162.0,271.0,1207.5,1292.0
95,1116.5,2851.0,1606.5,2834.0,881.0,3295.5,847.5,2429.5,1163.0,272.0,1206.5,1292.0
96,1115.5,2851.0,1607.5,2830.0,885.0,3298.5,843.5,2430.5,1164.0,272.0,1206.5,1293.0
97,1116.5,2851.0,1606.5,2825.0,890.0,3300.5,839.5,2434.5,1165.0,271.5,1205.5,1293.0
98,1116.5,2850.0,1606.5,2820.0,894.0,3302.5,835.5,2436.5,1166.0,272.0,1204.5,1292.0
99,1116.5,2850.0,1606.5,2815.0,899.0,3304.5,831.5,2439.5,1167.0,271.5,1204.5,1293.0
100,1116.5,2851.0,1606.5,2810.0,903.0,3306.5,828.5,2442.5,1169.0,272.0,1203.5,1293.0
101,1116.5,2851.0,1605.5,2804.0,908.0,3308.5,823.5,2445.5,1169.0,272.0,1203.5,1293.0
102,1116.5,2851.0,1604.5,2800.0,912.0,3311.5,820.0,2448.0,1170.0,272.0,1201.5,1293.0
103,1116.5,2851.0,1604.5,2796.0,916.0,3311.5,816.5,2450.5,1171.0,272.0,1201.5,1293.0
104,1116.5,2851.0,1603.5,2791.0,920.0,3315.5,812.5,2453.5,1172.0,272.0,1200.5,1293.0
105,1116.5,2851.0,1603.5,2785.0,925.0,3316.5,808.5,2456.5,1174.0,272.0,1199.5,1293.0
106,1116.5,2851.0,1602.5,2781.0,929.0,3318.5,805.5,2459.5,1175.0,272.0,1198.5,1293.0
107,1116.5,2850.0,1601.5,2777.0,933.0,3319.5,801.5,2462.5,1176.0,272.0,1198.5,1293.0
108,1116.5,2851.0,1601.5,2773.0,937.0,3321.5,797.5,2465.5,1176.0,271.0,1196.5,1293.0
109,1116.5,2851.0,1600.5,2768.0,941.0,3324.5,793.5,2468.5,1177.0,271.0,1196.5,1292.0
110,1115.5,2851.0,1598.5,2762.0,946.0,3324.5,790.5,2472.5,1178.0,271.0,1195.5,1293.0
111,1116.5,2851.0,1598.5,2758.0,951.0,3327.5,785.5,2474.5,1179.0,271.0,1194.5,1293.0
112,1116.5,2851.0,1597.5,2752.0,957.0,3328.5,782.5,2479.5,1180.0,271.0,1193.5,1292.0
113,1116.5,2851.0,1595.5,2747.0,961.0,3330.5,777.5,2481.5,1181.0,271.0,1192.5,1293.0
114,1116.5,2851.0,1594.5,2742.0,967.0,3331.5,774.5,2485.5,1182.0,271.0,1191.5,1293.0
115,1115.5,2851.0,1593.5,2736.0,971.0,3333.5,769.5,2489.5,1184.0,271.0,1190.5,1292.0
116,1116.5,2850.0,1592.5,2730.0,978.0,3335.5,766.5,2493.5,1185.0,271.0,1189.5,1292.0
117,1116.5,2850.0,1590.5,2725.0,984.0,3335.5,762.5,2497.5,1186.0,271.0,1188.5,1292.0
118,1116.5,2850.0,1589.5,2721.0,987.0,3338.5,758.5,2500.5,1187.0,271.0,1187.5,1292.0
119,1116.5,2850.0,1588.5,2716.0,992.0,3338.5,755.5,2504.5,1188.0,271.0,1186.5,1292.0
120,1116.5,2850.0,1586.5,2711.0,997.0,3340.5,752.5,2507.5,1189.0,271.0,1185.5,1292.0
121,1116.5,2850.0,1585.5,2706.0,1002.0,3341.5,748.5,2511.5,1189.0,271.0,1184.5,1292.0
122,1116.5,2850.0,1584.5,2702.0,1006.0,3341.5,745.5,2514.5,1190.0,271.0,1184.5,1292.0
123,1116.5,2851.0,1582.5,2698.0,1011.0,3343.5,742.5,2517.5,1191.0,271.0,1183.5,1292.0
124,1116.5,2851.0,1581.5,2694.0,1015.0,3344.5,740.5,2521.5,1193.0,271.0,1181.5,1292.0
125,1116.5,2851.0,1580.5,2690.0,1018.0,3344.5,737.5,2524.5,1193.0,271.0,1180.5,1292.0
126,1116.5,2851.0,1578.5,2685.0,1023.0,3346.5,734.5,2527.5,1194.0,270.5,1180.5,1292.0
127,1117.5,2851.0,1576.5,2681.0,1027.0,3346.5,730.5,2531.5,1195.0,271.0,1178.5,1292.0
