,centerx,centery,circle_x1,circle_y1,circle_x2,circle_y2,circle_x3,circle_y3,rect_x4,rect_y4,rect_x5,rect_y5
0,1116.5,2851.5,1543.5,3103.5,685.5,3106.0,1110.0,2352.0,1085.5,274.0,1227.5,1293.0
1,1117.0,2851.0,1543.5,3102.5,685.5,3106.0,1110.5,2351.5,1085.5,275.0,1228.5,1294.0
2,1117.0,2851.0,1544.0,3103.0,686.5,3106.0,1111.5,2352.5,1085.5,275.0,1229.5,1293.0
3,1117.0,2851.0,1544.0,3103.0,685.5,3107.0,1112.0,2353.0,1085.5,275.0,1228.5,1293.0
4,1116.5,2850.5,1544.0,3103.0,686.5,3106.0,1111.5,2352.0,1085.5,274.0,1228.5,1293.0
5,1117.0,2852.0,1543.5,3103.5,685.5,3106.0,1111.5,2352.0,1085.5,274.0,1229.0,1293.5
6,1116.5,2851.5,1543.5,3102.5,685.5,3106.0,1111.0,2353.0,1086.0,274.5,1228.5,1293.0
7,1116.0,2851.0,1543.5,3102.5,685.5,3106.0,1111.0,2353.0,1085.5,274.0,1228.0,1293.5
8,1116.0,2852.0,1543.5,3103.5,685.5,3107.0,1111.0,2353.0,1085.5,274.0,1228.5,1293.0
9,1116.5,2851.5,1543.5,3103.5,685.5,3107.0,1111.0,2354.0,1084.5,274.0,1228.5,1293.0
10,1116.5,2851.5,1543.5,3103.5,685.5,3106.0,1111.0,2354.0,1085.5,274.0,1229.0,1293.5
11,1116.5,2851.5,1543.5,3103.5,685.5,3106.0,1111.0,2353.0,1085.5,274.0,1229.0,1293.5
12,1116.5,2852.5,1543.5,3103.5,686.5,3106.0,1112.0,2353.0,1085.5,274.0,1228.5,1294.0
13,1116.5,2851.5,1543.0,3103.0,685.5,3106.0,1111.0,2354.0,1085.5,274.0,1228.5,1294.0
14,1116.5,2851.5,1543.5,3103.5,685.5,3106.0,1111.0,2353.0,1084.5,275.0,1228.0,1294.5
15,1116.0,2852.0,1542.5,3103.5,685.5,3107.0,1111.0,2353.0,1085.5,275.0,1228.5,1294.0
16,1115.5,2851.5,1543.0,3104.0,685.5,3107.0,1112.0,2353.0,1085.5,275.0,1228.0,1294.5
17,1116.0,2852.0,1543.0,3104.0,685.5,3106.0,1112.0,2353.0,1084.5,275.0,1227.5,1294.0
18,1116.0,2852.0,1543.5,3103.5,685.5,3107.0,1112.0,2353.0,1085.5,274.0,1228.5,1294.0
19,1115.5,2851.5,1543.5,3103.5,685.5,3107.0,1111.5,2353.0,1085.5,274.0,1228.5,1294.0
20,1115.5,2851.5,1542.5,3103.5,684.5,3106.0,1111.0,2353.0,1085.5,274.0,1227.5,1294.0
21,1116.5,2851.5,1543.5,3103.5,685.5,3107.0,1112.0,2353.0,1086.5,275.0,1228.0,1293.5
22,1115.5,2851.5,1542.5,3102.5,685.5,3107.0,1111.0,2353.0,1087.5,275.0,1228.5,1294.0
23,1116.0,2852.0,1542.5,3103.5,684.5,3107.0,1111.0,2353.0,1089.5,275.0,1228.0,1294.5
24,1115.5,2851.5,1543.5,3103.5,685.5,3107.0,1111.0,2354.0,1089.5,275.0,1228.5,1294.0
25,1116.5,2851.5,1543.5,3102.5,685.5,3107.0,1110.0,2354.0,1091.5,275.0,1228.5,1294.0
26,1114.5,2851.5,1543.5,3097.5,686.5,3112.0,1103.5,2352.5,1091.5,273.0,1228.0,1293.5
27,1113.5,2851.5,1548.5,3090.5,690.5,3120.0,1094.5,2353.5,1093.5,273.0,1228.0,1292.5
28,1114.5,2851.5,1551.5,3086.5,694.5,3123.0,1090.5,2353.5,1095.5,273.0,1228.5,1293.0
29,1114.5,2851.5,1551.5,3083.5,694.5,3125.0,1086.5,2353.5,1095.5,273.0,1228.0,1293.5
30,1114.0,2852.0,1552.5,3080.5,695.5,3128.0,1082.5,2354.5,1096.5,273.0,1228.5,1293.0
31,1114.0,2852.0,1555.5,3077.5,699.5,3132.0,1080.5,2354.5,1098.5,274.0,1228.5,1293.0
32,1114.0,2852.0,1557.5,3072.5,700.5,3135.0,1074.5,2354.5,1099.5,274.0,1227.5,1293.0
33,1113.0,2851.0,1557.5,3069.5,704.0,3139.5,1070.5,2354.5,1099.5,274.0,1228.0,1293.5
34,1114.0,2851.0,1561.5,3065.5,707.0,3143.5,1066.5,2354.5,1101.5,274.0,1228.5,1293.0
35,1113.5,2850.5,1562.5,3060.5,709.0,3146.5,1062.0,2356.0,1103.5,274.0,1227.5,1293.0
36,1114.0,2851.0,1564.5,3056.5,711.0,3150.5,1057.0,2356.0,1103.5,274.0,1227.5,1293.0
37,1114.0,2851.0,1566.5,3052.5,714.0,3153.5,1054.0,2356.0,1104.5,275.0,1227.0,1292.5
38,1114.0,2851.0,1567.5,3047.5,716.0,3155.5,1050.0,2356.0,1105.5,274.0,1226.5,1293.0
39,1114.0,2851.0,1569.5,3045.5,718.0,3159.5,1046.0,2356.0,1107.5,274.0,1228.0,1293.5
40,1114.0,2850.0,1570.5,3041.5,720.5,3161.0,1043.0,2357.0,1107.5,275.0,1227.5,1293.0
41,1114.0,2850.0,1570.5,3037.5,723.5,3164.0,1038.0,2357.0,1108.5,274.0,1226.5,1293.0
42,1114.0,2850.0,1574.5,3032.5,726.5,3168.0,1034.0,2358.0,1110.5,274.0,1226.5,1293.0
43,1114.0,2850.0,1573.5,3030.5,727.5,3169.0,1031.0,2358.0,1110.5,275.0,1226.5,1293.0
44,1113.0,2850.0,1575.5,3026.5,729.5,3172.0,1027.0,2359.0,1111.5,274.0,1226.0,1293.5
45,1113.0,2849.0,1575.5,3023.5,730.5,3174.0,1025.0,2359.0,1112.5,274.0,1226.0,1292.5
46,1113.0,2849.0,1576.5,3020.5,733.5,3177.0,1021.0,2359.0,1113.5,274.0,1225.0,1293.5
47,1113.0,2849.0,1577.5,3017.5,734.5,3180.0,1018.0,2360.0,1115.5,274.0,1225.0,1292.5
48,1113.0,2849.0,1578.5,3014.5,737.5,3182.0,1015.0,2360.0,1115.5,274.0,1225.0,1293.5
49,1113.0,2849.0,1578.5,3011.5,738.5,3185.0,1011.0,2360.0,1116.5,274.0,1225.5,1293.0
50,1113.0,2849.0,1580.5,3007.5,741.5,3187.0,1007.0,2361.0,1117.5,274.0,1224.5,1293.0
51,1113.0,2849.0,1581.5,3005.5,742.5,3189.0,1004.0,2362.0,1118.5,274.0,1224.5,1293.0
52,1113.0,2849.0,1581.5,3000.5,745.5,3192.0,1001.0,2362.0,1119.5,274.0,1224.5,1294.0
53,1112.0,2849.0,1582.5,2998.5,747.5,3194.0,997.0,2363.0,1120.5,274.0,1224.5,1294.0
54,1112.0,2848.0,1583.5,2995.5,748.5,3196.0,996.0,2363.0,1121.5,274.0,1224.5,1294.0
55,1112.0,2849.0,1584.5,2993.5,750.5,3197.0,994.0,2364.0,1122.5,275.0,1224.0,1293.5
56,1112.0,2848.0,1584.5,2991.5,751.5,3198.0,990.0,2365.0,1123.5,274.0,1224.0,1293.5
57,1112.0,2848.0,1584.5,2987.5,753.5,3200.0,988.0,2365.0,1124.5,274.0,1223.5,1294.0
58,1112.0,2848.0,1586.5,2985.5,755.5,3203.0,985.0,2366.0,1126.5,274.0,1223.5,1293.0
59,1112.0,2849.0,1587.5,2980.5,759.5,3206.0,980.5,2367.5,1126.5,274.0,1222.5,1293.0
60,1112.0,2848.0,1588.5,2975.5,763.5,3210.0,974.5,2369.5,1127.5,273.0,1223.0,1293.5
61,1111.0,2848.0,1590.5,2968.5,768.0,3214.5,970.5,2370.5,1128.5,273.0,1222.0,1293.5
62,1112.0,2848.0,1591.5,2965.5,771.5,3218.0,965.5,2371.5,1130.5,273.0,1222.5,1293.0
63,1112.0,2849.0,1591.5,2960.5,773.5,3220.0,961.5,2372.5,1131.5,273.0,1220.5,1293.0
64,1112.0,2849.0,1593.5,2957.5,777.0,3224.5,956.5,2374.5,1132.5,274.0,1221.5,1293.0
65,1112.0,2849.0,1594.5,2951.5,782.0,3228.5,953.5,2376.5,1133.5,274.0,1220.5,1293.0
66,1112.0,2849.0,1594.5,2947.5,784.5,3231.0,948.0,2377.0,1134.5,274.0,1220.5,1293.0
67,1112.0,2849.0,1595.5,2943.5,787.5,3234.0,944.0,2379.0,1135.5,274.0,1220.0,1293.5
68,1112.0,2849.0,1596.5,2940.5,790.5,3237.0,941.0,2381.0,1137.5,274.0,1220.0,1293.5
69,1112.0,2849.0,1596.5,2935.5,793.5,3238.0,938.0,2382.0,1138.5,274.0,1219.5,1293.0
70,1112.0,2849.0,1597.5,2932.5,796.5,3241.0,933.0,2383.0,1138.5,274.0,1219.5,1293.0
71,1112.0,2850.0,1598.5,2927.5,800.5,3245.0,930.0,2385.0,1140.5,274.0,1218.0,1293.5
72,1112.0,2850.0,1598.5,2923.5,803.5,3247.0,926.0,2387.0,1141.5,274.0,1217.0,1293.5
73,1112.0,2850.0,1600.5,2918.5,807.5,3250.0,921.0,2388.0,1142.5,274.0,1217.0,1294.5
74,1112.0,2849.0,1599.5,2914.5,810.5,3252.0,917.0,2390.0,1143.5,274.0,1216.5,1293.0
75,1112.0,2849.0,1600.5,2910.5,813.5,3255.0,914.0,2392.0,1144.5,275.0,1216.5,1294.0
76,1112.0,2849.0,1601.0,2906.0,817.5,3258.0,910.0,2394.0,1146.5,275.0,1216.5,1294.0
77,1112.0,2850.0,1601.0,2903.0,819.5,3260.0,906.0,2395.0,1146.5,275.0,1214.5,1294.0
78,1112.0,2850.0,1601.5,2899.5,823.5,3262.0,902.5,2397.5,1147.5,275.0,1214.5,1294.0
79,1112.0,2850.0,1601.5,2892.5,826.5,3265.0,898.5,2399.5,1149.5,274.0,1214.5,1294.0
80,1112.0,2850.0,1601.5,2890.5,830.5,3268.0,894.5,2400.5,1149.5,275.0,1214.0,1294.5
81,1112.0,2850.0,1602.5,2886.5,834.5,3269.0,890.5,2402.5,1151.5,275.0,1213.0,1293.5
82,1112.0,2850.0,1602.5,2881.5,837.5,3272.0,887.0,2405.0,1152.5,275.0,1213.0,1294.5
83,1112.0,2850.0,1603.5,2877.5,840.5,3275.0,883.0,2407.0,1152.5,275.0,1212.5,1294.0
