,centerx,centery,circle_x1,circle_y1,circle_x2,circle_y2,circle_x3,circle_y3,rect_x4,rect_y4,rect_x5,rect_y5
0,1109.0,2855.5,1538.5,3106.5,1106.5,2354.5,679.5,3108.5,1079.5,276.0,1228.0,1296.0
1,1110.0,2857.5,1539.5,3106.5,1107.0,2355.0,679.5,3108.5,1081.0,276.0,1228.0,1297.0
2,1111.5,2858.0,1540.5,3107.5,1108.0,2356.0,681.5,3109.5,1082.0,275.5,1230.0,1297.0
3,1110.5,2857.0,1540.5,3106.5,1108.5,2356.5,680.0,3109.0,1081.5,276.0,1229.0,1297.0
4,1110.0,2856.5,1539.5,3107.5,1107.0,2356.0,680.5,3109.5,1081.5,276.0,1230.0,1297.5
5,1110.5,2858.0,1539.5,3107.5,1108.0,2356.0,679.5,3109.5,1081.0,275.5,1229.0,1297.0
6,1109.5,2857.0,1539.5,3106.5,1107.5,2355.5,680.0,3109.0,1080.0,274.5,1229.0,1297.0
7,1108.5,2857.0,1538.0,3107.0,1106.0,2355.0,680.5,3109.5,1080.0,275.5,1229.0,1297.0
8,1109.0,2857.5,1539.0,3107.0,1106.0,2355.0,679.5,3109.5,1080.0,275.5,1229.0,1297.0
9,1109.5,2857.0,1539.0,3107.0,1106.5,2355.5,678.5,3108.5,1080.0,275.5,1229.0,1297.0
10,1109.5,2857.0,1539.0,3107.0,1107.0,2355.0,679.0,3109.0,1080.0,275.5,1228.5,1297.5
11,1109.5,2858.0,1539.5,3107.5,1106.5,2355.5,679.5,3109.5,1080.5,276.0,1228.5,1297.5
12,1108.5,2857.0,1538.0,3107.0,1106.5,2354.5,678.5,3109.5,1080.5,276.0,1228.0,1297.0
13,1108.5,2857.0,1538.0,3107.0,1106.5,2355.5,678.5,3108.5,1079.5,276.0,1227.5,1297.5
14,1108.0,2857.5,1538.5,3107.5,1106.5,2355.5,678.5,3108.5,1080.0,275.5,1227.5,1297.5
15,1108.0,2857.5,1538.0,3107.0,1106.5,2355.5,677.5,3109.5,1079.0,275.5,1227.5,1297.5
16,1108.5,2857.0,1538.5,3106.5,1105.5,2354.5,678.5,3108.5,1079.5,275.0,1227.5,1297.5
17,1109.5,2857.0,1539.0,3108.0,1106.5,2355.5,678.5,3109.0,1080.0,275.5,1228.5,1297.5
18,1109.5,2857.0,1539.0,3108.0,1106.5,2355.5,679.0,3109.0,1080.0,275.5,1227.5,1297.5
19,1109.5,2857.0,1539.0,3107.0,1106.5,2355.5,679.5,3109.5,1080.0,274.5,1228.5,1297.5
20,1108.5,2857.0,1539.0,3108.0,1106.5,2355.5,678.5,3108.5,1080.0,275.5,1228.5,1297.5
21,1108.5,2858.0,1539.0,3108.0,1106.0,2355.0,679.5,3109.5,1079.5,275.0,1228.0,1297.0
22,1108.5,2857.0,1538.0,3107.0,1105.5,2354.5,678.0,3108.0,1079.5,276.0,1228.0,1297.0
23,1108.5,2857.0,1538.0,3107.0,1106.0,2356.0,678.5,3108.5,1080.5,276.0,1228.5,1296.5
24,1108.5,2857.0,1538.0,3108.0,1105.5,2355.5,678.5,3109.5,1080.0,275.5,1228.0,1297.0
25,1108.5,2858.0,1539.0,3107.0,1106.5,2355.5,678.0,3109.0,1079.5,275.0,1228.0,1297.0
